,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
6961,1,30.0,29,-0.6552,0.7689,-0.0769,1.0168,-0.0435,1.0215,1.0214,0.0224,-0.6687,0.7685,1.6379,0.9255,1.7979,0.7755,-0.1429,1.0079,58.7685,1.2901
6962,0,30.0,55,-0.0909,1.005,0.2308,0.9825,0.1429,1.0,0.5443,0.162,-0.3929,0.4728,0.9169,0.5194,1.0367,0.521,0.1852,0.9919,122.3062,43.6714
6963,1,14.64,21,-0.2381,0.9952,0.1579,1.0145,-0.1765,1.0146,0.7018,0.0373,-0.036,0.3153,0.6125,0.4011,0.8421,0.3061,0.4,0.9403,85.7132,4.4231
6964,1,30.0,39,-0.0769,1.0101,-0.2222,0.9888,-0.0909,1.0113,0.7688,0.1366,-0.5085,0.5954,1.2671,0.7428,1.4108,0.6347,-0.2632,0.9777,82.6476,27.2844
6965,1,30.0,39,0.8974,0.4469,0.1111,1.0079,0.1515,1.0038,0.7648,0.0239,-0.518,0.5686,1.2788,0.6918,1.377,0.5655,0.9474,0.3244,78.5252,2.4983
6966,1,30.0,55,-0.0182,1.009,0.0196,1.0098,-0.125,1.0027,0.5387,0.2257,-0.6338,0.7509,1.2054,0.8143,1.2706,0.795,0.1111,1.0031,131.1146,53.2084
6967,0,11.1933,17,0.5294,0.8745,0.4667,0.9155,-0.0769,1.0377,0.6421,0.3096,0.1698,0.2202,0.4811,0.1617,0.5833,0.2335,0.125,1.0247,257.5606,618.5998
6968,1,31.9,31,0.6774,0.7478,0.3333,0.9608,-0.1304,1.0137,1.0231,0.0575,-0.7563,0.8096,1.702,0.9637,1.8858,0.8074,-0.8,0.6103,58.8263,3.3497
6969,0,30.0,26,-0.6923,0.7359,-0.0435,1.0215,0.3,0.9787,1.148,0.2593,-0.7871,0.9486,1.693,1.1287,2.0284,1.0812,-0.28,0.9798,59.684,36.1072
6970,0,30.0,44,0.4091,0.923,-0.2683,0.9753,-0.3158,0.9616,0.6829,0.2477,-0.4398,0.505,1.1257,0.5913,1.2395,0.522,-0.4884,0.883,106.0805,56.465
6971,0,30.0,45,0.2444,0.9806,0.0244,1.0121,0.2105,0.9907,0.6707,0.3025,-0.8788,0.9303,1.5306,1.0565,1.6254,1.0065,-0.2273,0.9851,115.5107,71.0666
6972,1,30.0,34,-0.4118,0.925,0.2258,0.9903,-0.0714,1.0157,0.8707,0.0242,-0.5803,0.6239,1.4357,0.7785,1.5573,0.6384,-0.2727,0.977,68.9623,1.9597
6973,0,30.0,56,-0.1429,0.9987,0.0566,1.008,0.04,1.0093,0.5291,0.0319,-0.3721,0.4598,0.8351,0.4675,1.0101,0.4502,-0.1273,1.001,113.8194,7.2342
6974,1,60.0,72,-0.3889,0.9277,-0.0303,1.0072,0.4667,0.8919,0.841,0.1878,-1.7943,1.4406,2.6652,1.5121,2.7493,1.4543,0.7465,0.6701,78.5687,34.3101
6975,1,26.8733,40,0.35,0.9487,0.1892,0.9955,0.1765,0.9991,0.6577,0.0871,-0.3341,0.5747,0.8997,0.5621,1.0924,0.6227,-0.2308,0.9857,93.9375,22.2909
6976,0,30.0,44,0.5909,0.8161,0.3171,0.9602,0.2632,0.9777,0.683,0.0795,-0.4528,0.5964,1.0518,0.5595,1.2363,0.62,0.3488,0.9483,88.8986,9.3089
6977,0,30.0,50,0.44,0.9071,0.2766,0.9714,-0.0909,1.0074,0.5948,0.0545,-0.4479,0.5266,0.9494,0.517,1.1472,0.5452,-0.6735,0.7469,101.9186,11.7673
6978,0,30.0,29,0.5862,0.8245,0.28,0.9798,0.3636,0.9535,1.0426,0.2009,-0.8496,1.0892,1.6912,1.1859,1.9643,1.0445,0.0,1.0184,61.0164,18.7475
6979,1,30.0,46,0.7391,0.681,0.3023,0.9645,0.05,1.0115,0.6515,0.0508,-0.5037,0.5039,1.0366,0.5305,1.2585,0.4767,0.3778,0.9364,92.629,7.0004
6980,1,33.24,46,1.0,0.0,0.381,0.9358,-0.3684,0.9421,0.7141,0.0167,-0.6337,0.6169,1.2775,0.6824,1.5022,0.6015,-0.4667,0.8944,84.0699,1.9738
6981,0,30.0,53,0.3208,0.9562,0.04,1.0093,0.3617,0.9424,0.5621,0.0117,-0.4315,0.4515,0.902,0.4524,1.101,0.4428,0.8462,0.5381,106.7849,2.2212
6982,0,30.0,30,0.8667,0.5074,0.1852,1.0014,-0.1667,1.0072,0.9703,0.2401,-0.6123,0.7218,1.4967,0.8949,1.6769,0.7422,-1.0,0.0,69.0847,31.8056
6983,0,60.0,59,-0.4576,0.8968,0.0189,1.0094,0.4043,0.9245,1.0174,0.1486,-2.1107,1.671,3.1647,1.7473,3.2347,1.6619,-0.8621,0.5112,61.09,14.8647
6984,0,30.0,37,0.1351,1.0045,-0.1176,1.008,-0.0323,1.016,0.8139,0.0896,-0.5215,0.6601,1.3102,0.7547,1.4375,0.6835,-0.6667,0.7559,74.5958,8.3534
6985,1,30.0,37,-0.1892,0.9955,0.4118,0.925,-0.0968,1.0118,0.7953,0.0144,-0.526,0.6028,1.2419,0.6888,1.4338,0.6005,-0.8889,0.4646,75.4694,1.364
6986,1,30.0,36,-0.0556,1.0126,0.4545,0.9045,0.2,0.9965,0.8341,0.128,-0.5527,0.6446,1.3148,0.7718,1.489,0.6409,-0.0286,1.0142,75.499,25.4025
6987,0,30.0,41,0.7561,0.6626,0.0,1.0134,0.0286,1.0142,0.7353,0.08,-0.5066,0.6327,1.1604,0.6601,1.3492,0.6428,-0.05,1.0115,82.605,9.7006
6988,1,30.0,26,-0.6923,0.7359,0.3913,0.9409,0.2,1.0052,1.1643,0.0262,-0.8219,1.0013,1.7991,1.0558,2.0777,1.0094,0.92,0.4,51.5598,1.1686
6989,1,30.0,38,-0.9474,0.3244,0.4286,0.9167,-0.0625,1.014,0.7741,0.1045,-0.4924,0.612,1.279,0.7669,1.3711,0.6686,0.7838,0.6296,80.3051,21.8809
6990,0,30.0,36,-0.1667,1.0,0.1515,1.0038,-0.1333,1.008,0.8346,0.1963,-0.5253,0.6777,1.329,0.821,1.4766,0.7309,0.2,0.9941,75.0095,15.1777
6991,1,30.0,35,0.5429,0.8521,-0.125,1.008,-0.3103,0.9675,0.8398,0.1125,-0.5152,0.6906,1.3054,0.7871,1.4704,0.7415,-0.5882,0.8209,74.5258,24.5937
6992,1,30.0,54,-0.037,1.0087,-0.0196,1.0098,0.2083,0.9884,0.5575,0.2483,-0.3762,0.4805,0.9812,0.5457,1.032,0.5788,0.1321,1.0007,130.6782,57.2073
6993,1,30.0,40,0.9,0.4414,0.3514,0.9492,0.2941,0.9701,0.7394,0.1246,-0.5228,0.5851,1.2016,0.6621,1.3715,0.579,0.0769,1.0101,85.5141,30.5317
6994,1,30.0,35,-0.3714,0.942,0.1875,0.998,0.0345,1.0171,0.8601,0.0813,-0.5759,0.6718,1.4195,0.8388,1.5467,0.7065,-0.8235,0.5758,70.9799,13.3828
6995,0,30.0,40,-0.8,0.6076,-0.027,1.0134,-0.4706,0.8956,0.7396,0.1311,-0.4079,0.6463,1.0226,0.5768,1.2654,0.6965,0.8462,0.5399,86.2502,30.6176
6996,1,30.0,39,-0.2308,0.9857,-0.0556,1.0126,0.3939,0.9334,0.761,0.1536,-0.4857,0.6375,1.1929,0.6967,1.3523,0.6647,0.2632,0.9777,86.1003,42.1983
6997,0,60.0,80,0.7,0.7186,-0.1351,0.9976,-0.2059,0.9859,0.7438,0.1642,-1.613,1.252,2.3586,1.3389,2.4713,1.2621,-0.9747,0.225,85.1117,21.7013
6998,0,30.0,41,0.8049,0.6008,0.2105,0.9907,0.0286,1.0142,0.7277,0.0907,-0.5194,0.5908,1.2053,0.6999,1.3657,0.6274,0.1,1.0077,84.5376,17.6599
6999,0,43.3733,84,0.2619,0.9709,-0.1688,0.9921,-0.0278,1.0066,0.5142,0.196,-1.225,0.782,1.7576,0.8296,1.838,0.8522,-0.0482,0.9988,137.7278,59.7153
7000,0,30.0,32,0.625,0.7931,0.1724,1.0025,-0.5385,0.8593,0.9446,0.1149,-0.6431,0.7472,1.5323,0.9489,1.6943,0.7895,-0.9355,0.3592,64.4307,7.8181
7001,0,30.0,40,0.55,0.8458,0.1892,0.9955,0.0,1.015,0.7536,0.0773,-0.5405,0.5859,1.2468,0.7008,1.4084,0.5939,-0.9487,0.3203,80.6236,10.8382
7002,1,30.0,43,1.0,0.0,0.1,1.0077,-0.3514,0.9492,0.6919,0.0205,-0.5133,0.5312,1.173,0.6564,1.3376,0.5206,-0.4286,0.9145,86.7911,2.5599
7003,1,30.0,42,0.1429,1.0017,0.0769,1.0101,0.2222,0.9888,0.7073,0.2523,-0.4885,0.5958,1.1917,0.7551,1.3163,0.6863,-0.0732,1.0097,101.3665,49.8996
7004,1,9.44,17,-0.7647,0.6642,0.5,0.8944,0.4667,0.9155,0.5238,0.205,0.2185,0.1221,0.2983,0.1042,0.401,0.1151,0.625,0.8062,138.7399,72.3963
7005,1,21.0667,22,0.5455,0.8579,0.0526,1.026,0.375,0.9574,0.9456,0.2661,-0.1684,0.4465,1.1007,0.5871,1.2665,0.4431,-0.2381,0.9952,95.0445,144.2542
7006,0,30.0,65,-0.0462,1.0067,0.5472,0.845,0.5098,0.8336,0.4639,0.1789,-1.5979,1.4962,2.5656,1.4615,2.1225,1.4828,0.4688,0.8903,152.8946,65.6512
7007,0,30.0,37,0.0811,1.0105,0.2353,0.9865,0.4194,0.9228,0.8081,0.1779,-0.5053,0.7136,1.2947,0.786,1.4208,0.7957,-0.5556,0.8433,80.2946,31.8133
7008,1,60.0,89,0.3483,0.9427,-0.0488,1.005,-0.2727,0.9684,0.6721,0.3407,-1.4271,1.3769,2.6963,1.7271,2.2018,1.5009,-0.0682,1.0034,115.8936,62.3608
7009,1,30.0,31,0.3548,0.9504,0.0,1.0184,-0.04,1.0198,0.9598,0.1339,-0.5906,0.7251,1.5044,0.9341,1.6658,0.7356,0.2,0.9965,64.5536,15.5872
7010,1,13.9133,17,-0.5294,0.8745,-0.7333,0.7037,-0.3846,0.9608,0.7673,0.0756,0.0258,0.3084,0.608,0.4483,0.8331,0.3767,-0.5,0.8944,78.898,7.6136
7011,1,30.0,44,0.5909,0.8161,-0.15,1.0013,-0.2432,0.9833,0.6808,0.1726,-0.7091,0.8979,1.3275,0.9123,1.5049,0.906,-0.4419,0.9077,96.2515,33.4459
7012,1,30.0,32,-0.1875,0.998,0.5172,0.871,0.8462,0.5435,0.9311,0.0705,-0.6422,0.7111,1.4718,0.7957,1.7022,0.7032,0.6774,0.7478,64.8476,5.6305
7013,0,30.0,64,0.1875,0.99,-0.0667,1.0062,-0.3448,0.9469,0.4678,0.1814,-0.3057,0.3994,0.9812,0.5594,0.8788,0.3733,-0.1111,1.0018,153.7158,72.3638
7014,1,19.560000000000002,32,0.3125,0.9651,-0.4,0.9322,-0.8571,0.5245,0.6067,0.1139,-0.1542,0.3354,0.6757,0.3355,0.8564,0.3676,-0.871,0.4995,104.246,30.729
7015,0,10.8667,18,-0.2222,1.0033,0.0,1.0328,-0.1429,1.0271,0.5984,0.2541,0.1062,0.1129,0.4135,0.263,0.6073,0.3149,-0.0588,1.029,121.9119,58.6419
7016,0,30.0,32,0.25,0.9837,-0.1724,1.0025,-0.1538,1.0077,0.9442,0.094,-0.5456,0.7426,1.4705,0.9457,1.6045,0.8019,-0.3548,0.9504,64.1863,6.7111
7017,1,30.0,29,-0.6552,0.7689,-0.3077,0.9703,0.3913,0.9409,1.0252,0.2051,-0.7436,0.7333,1.5805,0.8624,1.8529,0.6728,0.7857,0.6299,63.3615,25.7351
7018,1,30.0,37,-0.2432,0.9833,0.1176,1.008,0.5484,0.85,0.7884,0.1425,-0.498,0.6338,1.2619,0.7652,1.3899,0.6821,0.3333,0.9562,80.8774,28.0322
7019,1,30.0,30,-0.2,0.9965,-0.4074,0.9306,0.25,0.9891,1.0111,0.0566,-0.6894,0.7634,1.6291,0.9338,1.813,0.7895,0.5862,0.8245,59.5232,3.4223
7020,1,15.4067,24,0.4167,0.9286,0.0909,1.0193,0.2,1.0052,0.6375,0.0415,-0.0571,0.3163,0.5898,0.3727,0.7865,0.3356,0.0435,1.0215,94.4772,5.8795
7021,1,30.0,38,0.6842,0.7391,0.0857,1.0109,0.125,1.008,0.7828,0.0219,-0.4851,0.6067,1.2909,0.73,1.3714,0.6092,-0.8378,0.5534,76.7091,2.2236
7022,1,30.0,40,0.65,0.7696,-0.0811,1.0105,-0.1765,0.9991,0.7449,0.0596,-0.5095,0.5931,1.1258,0.6952,1.3539,0.6106,-0.8462,0.5399,81.1334,7.5947
7023,1,30.0,37,0.1351,1.0045,-0.4118,0.925,-0.3548,0.9504,0.7982,0.1499,-0.5399,0.6711,1.2725,0.8331,1.443,0.7396,0.1111,1.0079,79.6276,25.0695
7024,0,10.8133,13,0.8462,0.5547,0.8182,0.603,0.8,0.6325,0.8414,0.0226,0.2179,0.0923,0.4176,0.0211,0.7191,0.0945,-0.1667,1.0299,71.358,1.9263
7025,1,30.0,45,0.4222,0.9167,0.1429,1.0017,0.3333,0.9551,0.661,0.0448,-0.4654,0.5597,1.0675,0.5956,1.2329,0.5759,0.5455,0.8478,91.1967,6.4036
7026,0,12.5667,19,0.1579,1.0145,-0.4118,0.9393,-0.3333,0.9759,0.6487,0.2487,0.0502,0.2071,0.4825,0.2841,0.6963,0.2712,0.1111,1.0226,104.3889,34.6869
7027,0,30.0,27,0.7037,0.724,0.75,0.6757,-0.0476,1.0235,1.086,0.2316,-0.6992,0.8506,1.6532,0.9794,1.8936,0.8585,-0.6154,0.8038,57.1842,11.2552
7028,0,30.0,34,0.1765,0.9991,-0.0323,1.016,0.2143,0.9947,0.8949,0.1734,-0.5678,0.6415,1.4406,0.8596,1.5692,0.6873,0.5758,0.8303,71.8342,26.4397
7029,0,30.0,59,0.1186,1.0015,-0.2,0.9888,-0.2308,0.9825,0.5033,0.089,-0.5464,0.6531,1.035,0.7028,1.1469,0.6677,-0.2414,0.9789,124.6482,32.2974
7030,0,30.0,58,0.5862,0.8172,0.0909,1.005,0.4615,0.8958,0.5208,0.0466,-0.3165,0.4404,0.8635,0.4274,0.934,0.4371,-0.1579,0.9962,116.0883,10.1065
7031,1,30.0,33,0.2121,0.9924,0.4,0.9322,0.7778,0.6405,0.9055,0.031,-0.5607,0.6861,1.3817,0.8527,1.5818,0.7185,-0.75,0.672,66.3363,2.2974
7032,0,30.0,63,0.1111,1.0018,0.1186,1.0015,-0.3214,0.9555,0.4661,0.19,-0.4051,0.5402,0.9114,0.5616,0.9589,0.5415,-0.4516,0.8995,150.6861,58.7225
7033,0,30.0,25,0.84,0.5538,0.0,1.0235,-0.3684,0.9551,1.2125,0.2894,-0.8432,0.9148,1.7892,1.1651,2.2006,0.9791,-0.3333,0.9631,59.5189,44.4021
7034,0,30.0,44,0.6364,0.7803,0.2683,0.9753,0.4211,0.9192,0.6894,0.1259,-0.4629,0.5893,1.083,0.6155,1.245,0.6203,-0.1163,1.005,89.7987,15.9152
7035,0,30.0,46,0.3043,0.9631,-0.0698,1.0094,0.05,1.0115,0.6432,0.301,-0.3613,0.6475,1.068,0.9079,1.0826,0.8776,-0.2889,0.9682,118.8889,60.1485
7036,0,25.4467,38,0.5789,0.8263,-0.0286,1.0142,-0.5625,0.84,0.6528,0.1702,-0.3259,0.4898,0.9471,0.557,1.0803,0.5348,-0.4054,0.9267,101.3887,38.4147
7037,1,19.3933,30,0.3333,0.9589,0.2857,0.9759,0.0769,1.0168,0.6321,0.1871,-0.101,0.3139,0.7129,0.3995,0.8333,0.3639,-0.3103,0.9675,107.4258,45.002
7038,1,30.0,34,0.1176,1.008,-0.1613,1.0032,0.1429,1.0079,0.888,0.0541,-0.5932,0.6755,1.4663,0.8282,1.5981,0.6694,-0.5758,0.8303,67.8246,4.3454
7039,0,60.0,78,0.1795,0.9901,0.1667,0.9929,0.2121,0.9847,0.7674,0.1662,-1.6379,1.2751,2.4019,1.2891,2.5081,1.2612,0.5584,0.835,81.7417,19.3127
7040,0,37.5933,44,-0.5455,0.8478,0.05,1.0115,0.1667,1.0,0.8589,0.2533,-0.8519,0.9337,1.7532,1.0867,1.826,0.9975,0.0698,1.0094,83.5809,56.0664
7041,1,30.0,28,0.7857,0.6299,0.2,1.0,-0.1818,1.0065,1.0805,0.0369,-0.7232,0.7773,1.6581,0.9613,1.9225,0.7593,-0.4815,0.8932,55.5933,1.9229
7042,1,35.480000000000004,54,0.963,0.2722,0.4,0.9258,-0.1304,1.0024,0.6504,0.0677,-0.6662,0.699,1.2608,0.7334,1.4274,0.7036,-0.5094,0.8687,94.7037,24.7227
7043,1,12.58,16,0.375,0.9574,-0.1429,1.0271,0.0,1.0445,0.7636,0.2354,0.0926,0.2694,0.5305,0.4313,0.7562,0.3871,-0.3333,0.9759,91.538,47.6411
7044,1,30.0,41,-0.3659,0.9422,0.0,1.0134,0.0286,1.0142,0.7368,0.2447,-0.4923,0.5976,1.1915,0.632,1.3335,0.5799,-0.05,1.0115,95.9996,47.6143
7045,0,20.54,24,0.5833,0.8297,-0.3333,0.9661,-0.5789,0.8377,0.8374,0.2868,-0.2683,0.4911,1.0071,0.6352,1.2403,0.4801,-0.913,0.417,83.1149,37.6061
7046,0,30.0,65,0.0154,1.0077,0.0847,1.005,0.0357,1.0084,0.4599,0.1732,-1.2912,0.9683,1.7519,0.9684,1.8241,0.9937,-0.0938,1.0035,155.6829,79.9474
7047,1,30.0,42,-0.0952,1.0075,0.1282,1.0047,-0.1111,1.0079,0.7135,0.1944,-0.4491,0.5901,1.1197,0.7089,1.2578,0.6594,-0.6585,0.7619,94.6545,41.6405
7048,1,26.4533,33,-0.6364,0.7833,0.1724,1.0025,0.1538,1.0077,0.808,0.4016,-0.4544,0.681,1.1754,0.892,1.3909,0.9107,0.125,1.008,100.1042,68.3189
7049,1,30.0,60,0.5333,0.853,-0.2281,0.9823,-0.3704,0.9376,0.4976,0.2042,-0.319,0.4318,0.8785,0.471,0.9156,0.4617,-0.2203,0.9838,145.0565,65.3533
7050,0,60.0,123,-0.2358,0.9758,0.265,0.9684,0.4595,0.8922,0.4872,0.1056,-1.0326,0.8389,1.5719,0.8372,1.6136,0.8392,0.2295,0.9773,129.5624,33.8
7051,1,60.0,61,-0.3115,0.9581,-0.1636,0.9956,0.3061,0.9619,0.9788,0.1213,-2.0851,1.7207,3.0653,1.8374,3.1784,1.765,-0.2333,0.9806,63.2803,17.7922
7052,0,30.0,33,-0.1515,1.0038,0.1333,1.008,0.4074,0.9306,0.8992,0.1852,-0.6224,0.6612,1.5279,0.7985,1.643,0.6536,-0.4375,0.9136,71.9385,27.2148
7053,1,60.0,63,-0.1111,1.0018,0.0175,1.0087,-0.098,1.0051,0.9156,0.1871,-1.9455,1.4341,2.9058,1.4554,2.9822,1.3906,-0.6129,0.7966,71.2639,33.4718
7054,1,30.0,27,0.4815,0.8932,0.3333,0.9631,-0.1429,1.0142,1.0938,0.0281,-0.6953,0.7974,1.7149,1.045,1.8825,0.8059,-0.2308,0.9923,54.8881,1.4487
7055,1,60.0,57,0.5789,0.8226,-0.098,1.0051,-0.4222,0.9167,1.0334,0.009,-2.1307,1.7035,3.2095,1.8099,3.2862,1.7048,-0.8571,0.5197,58.0655,0.5065
7056,1,30.0,29,0.3103,0.9675,-0.0769,1.0168,-0.2174,0.998,1.02,0.0513,-0.6644,0.7381,1.6318,0.9376,1.8086,0.7428,-0.2143,0.9947,58.979,3.2147
7057,1,30.0,38,-0.0526,1.012,0.1429,1.0042,0.25,0.9837,0.7917,0.0512,-0.5253,0.6138,1.3119,0.7497,1.417,0.647,-0.2973,0.968,76.224,7.0414
7058,1,60.0,75,0.6267,0.7845,0.0435,1.0064,-0.2063,0.9863,0.8032,0.012,-1.7004,1.3786,2.4396,1.3859,2.6398,1.382,0.7838,0.6253,74.7224,1.1408
7059,1,30.0,46,0.1304,1.0024,-0.2093,0.9894,0.05,1.0115,0.6599,0.1833,-0.444,0.5395,1.096,0.5977,1.2114,0.5337,-0.1556,0.999,103.3417,49.2446
7060,1,26.4467,35,0.2,0.9941,0.0625,1.014,0.5862,0.8245,0.7563,0.1393,-0.3909,0.5343,1.1299,0.6363,1.252,0.5132,-0.3529,0.9497,84.7148,31.0408
7061,1,30.0,62,-0.0645,1.0061,-0.2881,0.9658,-0.1071,1.0032,0.478,0.1355,-0.3114,0.4018,0.8027,0.4078,0.8885,0.4225,0.0492,1.0071,135.8053,40.685
7062,1,30.0,51,0.5294,0.8568,-0.087,1.0072,-0.0455,1.0105,0.5758,0.2743,-0.9114,0.6731,1.5478,0.8685,1.5514,0.8215,-0.22,0.975,134.6071,78.1643
7063,1,30.0,48,0.4167,0.9187,-0.1111,1.005,-0.5238,0.8622,0.6248,0.0127,-0.4944,0.4968,0.9875,0.5175,1.2243,0.4935,-0.617,0.7955,96.0774,1.9699
7064,1,30.0,31,0.6129,0.8032,0.2857,0.9759,-0.2,1.0,0.9611,0.1095,-0.6423,0.7069,1.5568,0.9421,1.7121,0.7138,-0.6,0.8137,63.6716,11.3399
7065,0,30.0,47,0.4894,0.8815,0.2727,0.9732,-0.2683,0.9753,0.6307,0.134,-0.4555,0.5168,0.9988,0.5193,1.1978,0.5444,0.0435,1.0101,102.6563,38.1928
7066,1,30.0,50,0.16,0.9971,0.0638,1.0087,-0.4091,0.923,0.5969,0.0623,-0.4714,0.501,0.9948,0.5347,1.173,0.5091,-0.4694,0.8921,102.4335,19.1098
7067,0,30.0,60,0.4333,0.9088,-0.2982,0.963,-0.4444,0.9042,0.4967,0.2162,-0.3167,0.3863,0.8504,0.3414,0.9122,0.3494,-0.4576,0.8968,140.9152,52.7399
7068,1,30.0,30,0.4,0.9322,0.4815,0.8932,-0.1667,1.0072,0.9974,0.0671,-0.6502,0.7135,1.5864,0.9444,1.7677,0.7181,0.2414,0.9876,60.426,4.1162
7069,1,30.0,45,0.4667,0.8944,0.0,1.0121,-0.3333,0.9551,0.6676,0.1857,-0.454,0.5166,1.0829,0.6046,1.2294,0.537,-0.3636,0.9423,102.6165,49.287
7070,1,30.0,43,0.7209,0.7012,-0.1,1.0077,0.027,1.0134,0.6927,0.0858,-0.4341,0.6064,1.1019,0.6526,1.237,0.6556,-0.0952,1.0075,89.4188,24.2902
7071,0,30.0,31,0.2903,0.9727,0.0,1.0184,0.36,0.9522,0.935,0.3089,-0.623,0.7906,1.4558,1.0088,1.6644,0.9492,0.2667,0.9803,72.509,30.9282
7072,0,60.0,74,-0.027,1.0065,0.0588,1.0057,0.0645,1.0061,0.806,0.196,-1.737,1.3682,2.559,1.4138,2.6542,1.3616,-0.5616,0.8331,80.3184,25.3938
7073,1,30.0,32,0.1875,0.998,0.1034,1.0122,-0.2308,0.9923,0.9346,0.2481,-0.5694,0.7432,1.459,0.9626,1.6034,0.8558,-0.1613,1.0032,73.5352,37.3845
7074,1,49.76,68,0.7941,0.6123,0.1111,1.0018,-0.4138,0.9183,0.7344,0.0208,-1.2345,1.0251,1.9847,1.1206,2.0807,1.0217,0.6716,0.7465,81.7616,2.3388
7075,0,30.0,35,0.1429,1.0042,0.3125,0.9651,0.2414,0.9876,0.8361,0.1269,-0.5203,0.6899,1.2576,0.7676,1.4629,0.7151,-0.1765,0.9991,74.2384,17.4498
7076,1,30.0,48,-0.875,0.4892,-0.2444,0.9806,0.1905,0.9936,0.6211,0.0995,-0.4586,0.5206,0.984,0.5072,1.1802,0.5252,0.3191,0.958,101.0813,29.6304
7077,1,30.0,21,-0.0476,1.0235,-0.3333,0.9701,-0.6,0.8281,1.4357,0.5066,-0.9824,1.2185,2.1969,1.5461,2.5448,1.4867,-0.9,0.4472,53.7999,39.0567
7078,1,60.0,84,0.4762,0.8846,0.1026,1.0012,0.1389,0.9973,0.7188,0.1536,-1.5243,1.2795,2.2625,1.3577,2.3546,1.3146,-0.1566,0.9937,89.9351,31.0865
7079,1,30.0,27,0.6296,0.7917,0.0,1.0215,-0.3333,0.9661,1.1104,0.145,-0.7158,0.8978,1.6599,1.0829,1.9219,0.9924,-0.6923,0.7359,55.3866,11.2363
7080,1,45.46,47,0.3617,0.9424,0.1905,0.9936,-0.3514,0.9492,0.9711,0.0268,-1.376,1.1848,2.3738,1.3389,2.4638,1.1717,-0.913,0.4124,61.8335,1.7454
7081,0,56.68,95,0.1789,0.9891,-0.0909,1.0016,-0.2439,0.9758,0.5828,0.1529,-1.36,1.1356,1.9011,1.1047,2.0394,1.1136,-0.1277,0.9971,207.6988,918.0212
7082,0,30.0,48,0.125,1.0027,-0.3778,0.9364,-0.2381,0.983,0.6121,0.2553,-0.4305,0.4976,1.058,0.604,1.1444,0.5547,-0.8298,0.5641,116.3548,51.9932
7083,1,30.0,37,-0.0811,1.0105,0.0,1.015,0.2258,0.9903,0.805,0.02,-0.5147,0.643,1.2419,0.696,1.4185,0.6627,-0.7222,0.7015,74.5804,1.9149
7084,0,30.0,65,0.1385,0.9981,-0.1379,0.9991,-0.2679,0.9628,0.4521,0.1492,-0.4858,0.6243,1.0721,0.7999,1.0299,0.5852,0.0625,1.0059,147.3095,50.07
7085,0,60.0,105,0.1238,0.9971,-0.0101,1.005,-0.7419,0.6741,0.5686,0.1828,-1.2227,0.9835,1.8552,1.01,1.9017,0.992,-0.9231,0.3865,114.1141,28.8589
7086,0,30.0,28,-0.5714,0.8357,0.28,0.9798,0.8182,0.5885,1.0878,0.0497,-0.6141,0.8124,1.6703,0.9977,1.8044,0.8366,1.0,0.0,55.2992,3.2011
7087,0,30.0,66,1.0,0.0,-0.1111,1.0018,0.2333,0.9806,0.456,0.0466,-0.2957,0.3893,0.7845,0.3727,0.8423,0.3753,-0.8769,0.4844,132.7539,11.921
7088,1,30.0,38,0.1579,1.0007,0.0857,1.0109,0.3125,0.9651,0.7978,0.0943,-0.5141,0.6286,1.2222,0.6556,1.4194,0.646,-0.2973,0.968,77.1819,17.3906
7089,0,11.0333,20,0.6,0.8208,-0.3333,0.9701,-0.125,1.0247,0.5411,0.212,0.1702,0.2126,0.388,0.15,0.4596,0.2136,-0.3684,0.9551,128.176,48.9297
7090,0,30.0,39,-0.3333,0.9551,-0.2222,0.9888,-0.4545,0.9045,0.7637,0.1008,-0.5107,0.6498,1.1973,0.6901,1.39,0.6947,0.5789,0.8263,79.9092,10.5939
7091,1,30.0,28,0.5714,0.8357,0.52,0.8718,-0.1818,1.0065,1.0662,0.1427,-0.7467,0.81,1.6343,0.8817,1.9128,0.7755,-0.4074,0.9306,57.9893,13.4281
7092,1,30.0,46,-0.6522,0.7664,0.0233,1.0116,0.35,0.9487,0.641,0.0488,-0.4679,0.5307,1.0216,0.5554,1.2023,0.5408,0.5111,0.8692,94.1237,7.0854
7093,1,36.6867,48,0.4583,0.8982,-0.0909,1.0074,0.1,1.0077,0.764,0.0888,-0.7592,0.824,1.4638,0.8776,1.636,0.8519,-0.8298,0.5641,79.6693,10.4189
7094,0,33.6133,64,-0.625,0.7868,-0.0508,1.0073,-0.2,0.9888,0.5192,0.2478,-0.5704,0.7654,1.1449,0.8512,1.1916,0.81,-0.4603,0.8949,149.8051,76.3232
7095,1,60.0,75,-0.2533,0.9739,0.1014,1.0021,0.1111,1.0018,0.7983,0.0736,-1.67,1.346,2.4966,1.4194,2.5882,1.3594,-0.1351,0.9976,76.6377,17.1237
